rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
1098,Hot Shots Golf 2,hot-shots-golf-2,Sports,unrated,playstation,sony computer entertainment,Clap Hanz,1.88,2000,FALSE
1099,Medal of Honor: European Assault (All Region sales),medal-of-honor-european-assault-all-region-sales,Shooter,T,playstation,electronic arts,EA Los Angeles,1.88,2005,TRUE
1100,WCW Nitro,wcw-nitro,Fighting,E,playstation,thq,Inland Productions,1.88,1998,FALSE
1102,High School Musical: Sing It!,high-school-musical-sing-it,Misc,E,playstation,disney interactive studios,Artificial Mind and Movement,1.87,2007,FALSE
1103,FIFA 2000,fifa-2000,Sports,E,playstation,ea sports,EA Canada,1.87,1999,FALSE
1104,inFAMOUS 2,infamous-2,Action,T,playstation,sony computer entertainment,Sucker Punch Productions,1.87,2011,FALSE
1105,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,nintendo,lucasarts,Krome Studios,1.86,2008,FALSE
1106,The Legend of Zelda: Oracle of Seasons,the-legend-of-zelda-oracle-of-seasons,Adventure,E,nintendo,nintendo,Flagship,1.86,2001,TRUE
1108,Madden NFL 06,madden-nfl-06,Sports,E,xbox,ea sports,EA Tiburon,1.86,2005,FALSE
1109,Shrek 2,shrek-2,Platform,E,playstation,activision,"Luxoflux, Inc.",1.86,2004,FALSE
1110,Sonic Classic Collection,sonic-classic-collection,Platform,E,other,sega,Sonic Team,1.86,2010,TRUE
1111,The Legend of Dragoon,the-legend-of-dragoon,Role-Playing,T,playstation,sony computer entertainment,SCEI,1.86,2000,FALSE
1112,Turok 2: Seeds of Evil,turok-2-seeds-of-evil,Shooter,M,nintendo,acclaim entertainment,Iguana Entertainment,1.86,1998,FALSE
1113,The Evil Within,the-evil-within,Action,M,playstation,bethesda softworks,Tango Gameworks,1.86,2014,FALSE
1114,SingStar,singstar,Misc,unrated,playstation,sony computer entertainment,SCEE London Studio,1.86,2004,FALSE
1115,Max Payne 3,max-payne-3,Shooter,M,playstation,rockstar games,Rockstar Vancouver,1.86,2012,FALSE
1116,NBA Live 2002,nba-live-2002,Sports,E,playstation,ea sports,EA Canada,1.86,2001,FALSE
1117,Jak 3,jak-3,Platform,T,playstation,sony computer entertainment,Naughty Dog,1.85,2004,FALSE
1121,Phineas and Ferb,phineas-and-ferb,Action,E,other,disney interactive studios,Disney Interactive Studios,1.85,2009,FALSE
1122,Gran Turismo Concept 2001 Tokyo,gran-turismo-concept-2001-tokyo,Racing,unrated,playstation,unknown,Polyphony Digital,1.84,2009,FALSE
1123,Forza Horizon 4,forza-horizon-4,Racing,E,xbox,microsoft studios,Playground Games,1.84,2018,FALSE
1124,NCAA Football 06,ncaa-football-06,Sports,E,playstation,ea sports,EA Tiburon,1.84,2005,FALSE
1125,Rayman Raving Rabbids 2,rayman-raving-rabbids-2,Misc,E10,nintendo,ubisoft,Ubisoft Paris,1.84,2007,TRUE
1126,Watch Dogs,watch-dogs,Action-Adventure,M,playstation,ubisoft,Ubisoft Montreal,1.83,2014,TRUE
1127,2 Games in 1: Sonic Advance & ChuChu Rocket!,2-games-in-1-sonic-advance-amp-chuchu-rocket,Misc,unrated,nintendo,thq,Sega,1.83,2005,FALSE
1128,Jet Moto,jet-moto,Racing,E,playstation,sony computer entertainment,SingleTrac,1.83,1996,FALSE
1131,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,xbox,bethesda softworks,Bethesda Softworks,1.83,2016,FALSE
1132,Air Combat,air-combat,Simulation,E,playstation,namco,Namco,1.83,1995,FALSE
1134,Demon's Souls,demons-souls,Role-Playing,M,playstation,atlus,From Software,1.83,2009,FALSE
1135,Dragon Quest XI,dragon-quest-xi,Role-Playing,unrated,nintendo,square enix,Square Enix,1.82,2017,TRUE
1137,Sonic & Knuckles,sonic-amp-knuckles,Platform,unrated,other,sega,Sonic Team,1.82,1994,TRUE
1140,BioShock Infinite,bioshock-infinite,Shooter,M,playstation,2k games,Irrational Games,1.82,2013,FALSE
1141,Namco Museum,namco-museum,Misc,E,playstation,namco,Mass Media,1.82,2001,FALSE
1142,The Sims: Hot Date,the-sims-hot-date,Simulation,T,pc,electronic arts,Maxis,1.82,2001,TRUE
1143,The Orange Box,the-orange-box,Shooter,M,xbox,electronic arts,Valve Software,1.82,2007,TRUE
1144,DDRMAX2: Dance Dance Revolution,ddrmax2-dance-dance-revolution,Simulation,E,playstation,konami,Konami Computer Entertainment Tokyo,1.81,2003,TRUE
1145,Crazy Taxi,crazy-taxi,Racing,T,other,sega,Hitmaker,1.81,2000,TRUE
1146,NBA 2K11,nba-2k11,Sports,E,playstation,2k sports,Visual Concepts,1.81,2010,FALSE
1147,Sly 2: Band of Thieves,sly-2-band-of-thieves,Platform,E,playstation,sony computer entertainment,Sucker Punch,1.81,2004,FALSE
1149,Guitar Hero: World Tour,guitar-hero-world-tour,Misc,T,playstation,activision,BudCat Creations,1.8,2008,FALSE
1150,Madden NFL 07,madden-nfl-07,Sports,E,xbox,ea sports,EA Tiburon,1.8,2006,FALSE
1151,Sonic Advance 2,sonic-advance-2,Platform,E,nintendo,sega,Dimps Corporation / Sonic Team,1.8,2003,TRUE
1157,NFL GameDay 2000,nfl-gameday-2000,Sports,E,playstation,989 studios,Red Zone Entertainment,1.8,1999,FALSE
1161,The Lion King,the-lion-king,Platform,unrated,nintendo,virgin interactive,Westwood Studios,1.79,1994,FALSE
1162,LEGO Star Wars III: The Clone Wars,lego-star-wars-iii-the-clone-wars,Action,E10,nintendo,lucasarts,Traveller's Tales,1.79,2011,FALSE
1163,The Crew,the-crew,Racing,T,playstation,ubisoft,Ubisoft Reflections,1.79,2014,TRUE
1164,Midnight Club II,midnight-club-ii,Racing,T,playstation,rockstar games,Rockstar San Diego,1.78,2003,FALSE
1165,SpongeBob SquarePants: SuperSponge,spongebob-squarepants-supersponge,Action,E,playstation,thq,Climax Group,1.78,2001,FALSE
1166,The Getaway: Black Monday,the-getaway-black-monday,Action,M,playstation,sony computer entertainment,Team Soho,1.78,2005,FALSE
1167,Far Cry 5,far-cry-5,Action,M,xbox,ubisoft,Ubisoft Montreal,1.78,2018,TRUE
1169,50 Cent: Bulletproof,50-cent-bulletproof,Action,M,playstation,vivendi games,Genuine,1.77,2005,FALSE
1172,UFC 2009 Undisputed,ufc-2009-undisputed,Fighting,T,playstation,thq,Yuke's Osaka,1.76,2009,FALSE
1173,Dragon's Dogma,dragons-dogma,Role-Playing,M,playstation,capcom,Capcom,1.76,2012,TRUE
1174,High School Musical: Sing It!,high-school-musical-sing-it,Misc,E,nintendo,disney interactive studios,Artificial Mind and Movement,1.76,2007,FALSE
1176,WWF Attitude,wwf-attitude,Fighting,T,playstation,acclaim entertainment,Acclaim Entertainment,1.76,1999,FALSE
1177,The SpongeBob SquarePants Movie,the-spongebob-squarepants-movie,Platform,E,playstation,thq,Heavy Iron Studios,1.76,2004,FALSE
1179,Sonic the Hedgehog 3,sonic-the-hedgehog-3,Platform,E,other,sega,Sonic Team,1.76,1994,TRUE
1182,Def Jam: Fight for NY,def-jam-fight-for-ny,Fighting,M,playstation,electronic arts,AKI Corporation / EA Canada,1.76,2004,TRUE
1183,Tom Clancy's Ghost Recon,tom-clancys-ghost-recon,Shooter,M,xbox,ubisoft,Red Storm Entertainment,1.76,2002,TRUE
1184,State of Emergency,state-of-emergency,Action,M,playstation,rockstar games,VIS Entertainment,1.76,2002,FALSE
1185,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2-games-in-1-double-pack-the-incredibles,Action,E,nintendo,thq,Helixe / Altron,1.76,2007,FALSE
1186,Kinect Star Wars,kinect-star-wars,Action,T,xbox,microsoft studios,Terminal Reality,1.76,2012,FALSE
1187,The Urbz: Sims in the City,the-urbz-sims-in-the-city,Simulation,T,playstation,electronic arts,Maxis,1.76,2004,TRUE
1188,Star Wars: Starfighter,star-wars-starfighter,Simulation,T,playstation,lucasarts,LucasArts,1.76,2001,FALSE
1189,Madden NFL 2000,madden-nfl-2000,Sports,E,playstation,ea sports,EA Tiburon,1.75,1999,FALSE
1190,Just Cause 2,just-cause-2,Action,M,playstation,square enix,Avalanche Studios,1.75,2010,TRUE
1191,Star Wars Battlefront,star-wars-battlefront,Shooter,T,xbox,lucasarts,Pandemic Studios,1.75,2004,FALSE
1192,Pro Evolution Soccer,pro-evolution-soccer,Sports,unrated,playstation,konami,Konami Computer Entertainment Tokyo,1.75,2001,TRUE
1197,For Honor,for-honor,Action,M,playstation,ubisoft,Ubisoft Montreal,1.75,2017,TRUE
1198,FIFA Soccer 08,fifa-soccer-08,Sports,E,playstation,ea sports,EA Canada,1.75,2007,FALSE
1199,Crackdown,crackdown,Shooter,M,xbox,microsoft game studios,Realtime Worlds,1.75,2007,FALSE
1200,Dance Dance Revolution X,dance-dance-revolution-x,Simulation,E10,playstation,konami,Konami Computer Entertainment Tokyo,1.75,2008,TRUE
1201,2 Games in 1: Disney Princess & The Lion King,2-games-in-1-disney-princess-amp-the-lion-king,Misc,unrated,nintendo,thq,Various,1.75,2004,FALSE
1202,Mortal Kombat X,mortal-kombat-x,Fighting,M,xbox,warner bros. interactive entertainment,NetherRealm Studios,1.74,2015,FALSE
1203,Star Wars Episode I: The Phantom Menace,star-wars-episode-i-the-phantom-menace,Adventure,T,playstation,lucasarts,Big Ape Productions,1.74,1999,FALSE
1204,Xenosaga Episode I: Der Wille zur Macht,xenosaga-episode-i-der-wille-zur-macht,Role-Playing,T,playstation,namco,Monolith Soft,1.74,2003,FALSE
1206,NBA 2K15,nba-2k15,Sports,E,xbox,2k sports,Visual Concepts,1.74,2014,FALSE
1208,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,Role-Playing,M,xbox,warner bros. interactive entertainment,CD Projekt Red Studio,1.74,2015,FALSE
1209,NBA 2K19,nba-2k19,Sports,E,xbox,2k sports,Visual Concepts,1.74,2018,FALSE
1210,Madden NFL 99,madden-nfl-99,Sports,E,playstation,ea sports,EA Sports,1.74,1998,FALSE
1212,Shadow of the Tomb Raider,shadow-of-the-tomb-raider,Action-Adventure,M,playstation,square enix,Eidos Montreal,1.74,2018,TRUE
1213,SSX Tricky,ssx-tricky,Sports,E,playstation,ea sports big,EA Canada,1.73,2001,FALSE
1214,Twisted Metal III,twisted-metal-iii,Action,T,playstation,989 studios,989 Studios,1.73,1998,FALSE
1215,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,nintendo,electronic arts,Griptonite Games,1.73,2001,TRUE
1217,Crash Bandicoot: The Huge Adventure,crash-bandicoot-the-huge-adventure,Platform,E,nintendo,vivendi games,Vicarious Visions,1.73,2002,FALSE
1218,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,rockstar-games-double-pack-grand-theft-auto-iii-amp-grand-theft-auto-vice-city,Action,M,playstation,rockstar games,Rockstar North,1.72,2003,FALSE
1219,Dishonored,dishonored,Shooter,M,xbox,bethesda softworks,Arkane Studios,1.72,2013,FALSE
1220,Call of Duty: World at War Final Fronts,call-of-duty-world-at-war-final-fronts,Shooter,T,playstation,activision,Rebellion Developments,1.72,2008,FALSE
1223,Hot Shots Golf Fore!,hot-shots-golf-fore,Sports,E,playstation,sony computer entertainment,Clap Hanz,1.72,2004,FALSE
1224,Titanfall 2,titanfall-2,Shooter,M,playstation,electronic arts,Respawn Entertainment,1.72,2016,TRUE
1225,Game Party 3,game-party-3,Puzzle,E,nintendo,warner bros. interactive,FarSight Studios,1.72,2009,TRUE
1226,Madden NFL 2005,madden-nfl-2005,Sports,E,xbox,ea sports,EA Tiburon,1.72,2004,FALSE
1227,Deal or No Deal,deal-or-no-deal,Misc,E,other,"destination software, inc",Global Star,1.72,2007,FALSE
1228,Injustice 2,injustice-2,Fighting,T,playstation,warner bros. interactive entertainment,NetherRealm Studios,1.72,2017,FALSE
1229,The Beatles: Rock Band,the-beatles-rock-band,Misc,T,nintendo,mtv games,Harmonix Music Systems,1.71,2009,FALSE
1230,Toy Story 2: Buzz Lightyear to the Rescue!,toy-story-2-buzz-lightyear-to-the-rescue,Platform,E,playstation,activision,Traveller's Tales,1.71,1999,FALSE
1231,Imagine: Teacher,imagine-teacher,Simulation,E,other,ubisoft,Magic Pockets,1.71,2008,TRUE
1232,Call of Duty: Modern Warfare 3,call-of-duty-modern-warfare-3,Shooter,M,pc,activision,Infinity Ward,1.71,2011,FALSE
1233,Ace Combat 5: The Unsung War,ace-combat-5-the-unsung-war,Simulation,unrated,playstation,namco,Namco,1.71,2004,FALSE
1234,Need for Speed Underground,need-for-speed-underground,Racing,E,xbox,electronic arts,EA Black Box,1.71,2003,TRUE
1235,Tetris Worlds,tetris-worlds,Puzzle,E,nintendo,thq,3d6 Games,1.71,2001,FALSE
1236,Call of Duty Black Ops: Declassified,call-of-duty-black-ops-declassified,Shooter,M,playstation,activision,Nihilistic,1.71,2012,FALSE
1237,Portal 2,portal-2,Shooter,E10,playstation,valve,Valve Software,1.71,2011,FALSE
1239,FIFA Soccer 10,fifa-soccer-10,Sports,E,playstation,ea sports,EA Canada,1.7,2009,FALSE
1240,Beyond: Two Souls,beyond-two-souls,Adventure,M,playstation,sony computer entertainment,Quantic Dream,1.7,2013,FALSE
1241,Hitman: Absolution,hitman-absolution,Action,M,xbox,square enix,IO Interactive,1.7,2012,TRUE
1252,Super Puyo Puyo,super-puyo-puyo,Puzzle,unrated,nintendo,banpresto,Compile,1.7,1993,FALSE
1253,NCAA Football 07,ncaa-football-07,Sports,E,playstation,electronic arts,EA Sports,1.7,2006,TRUE
1255,Ben 10: Protector of Earth,ben-10-protector-of-earth,Action,E,other,d3 publisher,1st Playable Productions,1.7,2007,FALSE
1256,Sid Meier's Civilization V,sid-meiers-civilization-v,Strategy,E10,pc,2k games,Firaxis Games,1.7,2010,FALSE
1257,Cabela's Big Game Hunter 2010,cabelas-big-game-hunter-2010,Sports,T,nintendo,activision,Cauldron,1.7,2009,FALSE
1258,SOCOM 3: U.S. Navy SEALs,socom-3-us-navy-seals,Shooter,M,playstation,sony computer entertainment,Zipper Interactive,1.69,2005,FALSE
1259,Saints Row IV,saints-row-iv,Action,M,xbox,deep silver,Volition Inc.,1.69,2013,TRUE
1260,Jampack Winter '99,jampack-winter-99,Misc,T,playstation,sony computer entertainment,Sony Computer Entertainment America,1.69,1999,FALSE
1261,Cooking Mama 3: Shop & Chop,cooking-mama-3-shop-amp-chop,Simulation,E,other,505 games,Cooking Mama Ltd.,1.69,2009,TRUE
1262,Tomodachi Collection: New Life,tomodachi-collection-new-life,Simulation,unrated,nintendo,nintendo,Nintendo,1.69,2013,TRUE
1263,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,xbox,electronic arts,EA Vancouver,1.69,2008,TRUE
1264,WCW vs. nWo: World Tour,wcw-vs-nwo-world-tour,Fighting,E,nintendo,thq,Aki Corp.,1.69,1997,FALSE
1265,WCW/NWO Thunder,wcw,Fighting,unrated,playstation,thq,Inland Productions,1.69,1998,FALSE
1267,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,nintendo,electronic arts,Griptonite Games,1.69,2001,TRUE
1268,Dragon Ball Z: The Legacy of Goku,dragon-ball-z-the-legacy-of-goku,Role-Playing,E,nintendo,infogrames,Webfoot Technologies,1.69,2002,FALSE
1269,The Sims 3: Late Night Expansion Pack,the-sims-3-late-night-expansion-pack,Simulation,T,pc,electronic arts,The Sims Studio,1.69,2010,TRUE
1270,LEGO Batman 2: DC Super Heroes,lego-batman-2-dc-super-heroes,Action-Adventure,E10,xbox,warner bros. interactive entertainment,Traveller's Tales,1.69,2012,FALSE
1271,Far Cry 4,far-cry-4,Shooter,M,xbox,ubisoft,Ubisoft Montreal,1.68,2014,TRUE
1272,Saints Row 2,saints-row-2,Action,M,playstation,thq,Volition Inc.,1.68,2008,FALSE
1273,World Championship Poker: Featuring Howard Lederer - All In,world-championship-poker-featuring-howard-lederer-all-in,Misc,T,playstation,crave entertainment,Point of View,1.68,2006,FALSE
1274,NFL GameDay 98,nfl-gameday-98,Sports,E,playstation,sony computer entertainment,989 Studios,1.68,1997,FALSE
1275,Star Wars Battlefront: Renegade Squadron,star-wars-battlefront-renegade-squadron,Shooter,T,playstation,lucasarts,Rebellion Developments,1.68,2007,FALSE
1276,Time Crisis,time-crisis,Shooter,T,playstation,namco,Namco,1.68,1997,FALSE
1282,We Ski,we-ski,Sports,E,nintendo,namco bandai,Bandai Namco Games,1.68,2008,FALSE
1283,The Sims: Superstar,the-sims-superstar,Simulation,T,pc,electronic arts,Maxis,1.68,2003,TRUE
1284,SSX 3,ssx-3,Sports,E,playstation,ea sports big,EA Canada,1.67,2003,FALSE
1285,Madden NFL 2001,madden-nfl-2001,Sports,E,playstation,ea sports,EA Sports,1.67,2000,FALSE
1286,Dragon Age: Origins,dragon-age-origins,Role-Playing,M,playstation,electronic arts,BioWare Edmonton,1.67,2009,TRUE
1287,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,xbox,lucasarts,Pandemic Studios,1.67,2005,FALSE
1289,"Monsters, Inc.","inc.""",Adventure,E,nintendo,thq,Artificial Mind and Movement,1.67,2001,FALSE
1290,Tony Hawk's Pro Skater 3,tony-hawks-pro-skater-3,Sports,E,playstation,activision,Neversoft,1.67,2001,FALSE
1291,PGR: Project Gotham Racing 2,pgr-project-gotham-racing-2,Racing,E,xbox,microsoft game studios,Bizarre Creations,1.67,2003,FALSE
1292,Destiny,destiny,Shooter,T,playstation,activision,Bungie,1.67,2014,FALSE
1293,Fight Night Round 3,fight-night-round-3,Fighting,T,playstation,ea sports,EA Chicago,1.67,2006,FALSE
1294,Spy Hunter,spy-hunter,Racing,T,playstation,midway games,Paradigm Entertainment,1.67,2001,FALSE
1295,NCAA Football 2004,ncaa-football-2004,Sports,E,playstation,electronic arts,EA Tiburon,1.67,2003,TRUE
1296,SpongeBob SquarePants: Battle for Bikini Bottom,spongebob-squarepants-battle-for-bikini-bottom,Platform,E,playstation,thq,Heavy Iron Studios,1.67,2003,FALSE
1297,Big Beach Sports,big-beach-sports,Sports,E,nintendo,thq,HB Studios Multimedia,1.66,2008,FALSE
1298,Disney Infinity,disney-infinity,Misc,unrated,nintendo,disney interactive studios,Unknown,1.66,2013,FALSE
1299,Shaun White Snowboarding: Road Trip,shaun-white-snowboarding-road-trip,Sports,E10,nintendo,ubisoft,Ubisoft Montreal,1.66,2008,TRUE
1300,SSX,ssx,Sports,E,playstation,ea sports big,EA Canada,1.66,2000,FALSE
1301,NBA Ballers,nba-ballers,Sports,E,playstation,midway games,Midway,1.66,2004,FALSE
1302,NBA Live 2003,nba-live-2003,Sports,E,playstation,ea sports,EA Canada,1.66,2002,FALSE
1303,NBA 2K15,nba-2k15,Sports,E,xbox,2k sports,Visual Concepts,1.66,2014,FALSE
1304,Ms. Pac-Man,ms-pac-man,Puzzle,unrated,other,atari,General Entertainment,1.65,1982,FALSE
1305,Star Wars The Clone Wars: Lightsaber Duels,star-wars-the-clone-wars-lightsaber-duels,Action,T,nintendo,lucasarts,Krome Studios,1.65,2008,FALSE
1310,Heavenly Sword,heavenly-sword,Action,T,playstation,sony computer entertainment,Ninja Theory,1.65,2007,FALSE
1311,MySims,mysims,Simulation,E,nintendo,electronic arts,EA Redwood Shores,1.65,2007,TRUE
1312,Need for Speed Carbon,need-for-speed-carbon,Racing,E10,xbox,electronic arts,EA Black Box,1.65,2006,TRUE
1314,Watch Dogs,watch-dogs,Action-Adventure,M,xbox,ubisoft,Ubisoft Montreal,1.64,2014,TRUE
1315,Persona 5,persona-5,Role-Playing,M,playstation,atlus,Atlus,1.64,2017,FALSE
1316,Army of Two,army-of-two,Shooter,M,xbox,electronic arts,EA Montreal,1.64,2008,TRUE
1317,Dig Dug,dig-dug,Puzzle,unrated,other,atari,Atari,1.64,1983,FALSE
1320,Tom Clancy's Rainbow Six,tom-clancys-rainbow-six,Shooter,T,playstation,red storm entertainment,Rebellion Developments,1.64,1999,FALSE
1322,Tiger Woods PGA Tour 2003,tiger-woods-pga-tour-2003,Sports,E,playstation,ea sports,EA Redwood Shores,1.64,2002,FALSE
1323,NBA Live 06 (All region sales),nba-live-06-all-region-sales,Sports,E,playstation,ea sports,EA Canada,1.64,2005,FALSE
1324,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,Adventure,M,playstation,ubisoft,Ubisoft Montreal,1.64,2004,TRUE
1325,ESPN NFL 2K5,espn-nfl-2k5,Sports,E,xbox,sega,Visual Concepts,1.63,2004,TRUE
1327,Max Payne 3,max-payne-3,Shooter,M,xbox,rockstar games,Rockstar Vancouver,1.63,2012,FALSE
1328,Tiger Woods PGA Tour 2004,tiger-woods-pga-tour-2004,Sports,E,playstation,ea sports,EA Redwood Shores,1.63,2003,FALSE
1329,Ape Escape,ape-escape,Platform,E,playstation,sony computer entertainment,SCE Japan Studio,1.63,1999,FALSE
1330,NCAA Football 2005,ncaa-football-2005,Sports,E,playstation,ea sports,EA Tiburon,1.62,2004,FALSE
1331,Kinectimals,kinectimals,Simulation,E,xbox,microsoft game studios,Frontier Studio,1.62,2010,FALSE
1332,Uncharted: Golden Abyss,uncharted-golden-abyss,Action,T,playstation,sony computer entertainment,SCEA Bend Studio / Naughty Dog,1.62,2012,FALSE
1333,Tony Hawk's American Wasteland (Old all region sales),tony-hawks-american-wasteland-old-all-region-sales,Sports,T,playstation,activision,Neversoft Entertainment,1.62,2005,FALSE
1334,Call of Duty: Black Ops,call-of-duty-black-ops,Shooter,M,pc,activision,Treyarch,1.62,2010,FALSE
1335,The Order: 1886,the-order-1886,Shooter,M,playstation,sony computer entertainment,Ready at Dawn,1.62,2015,FALSE
1336,Rock Band,rock-band,Misc,T,playstation,mtv games,Harmonix Music Systems,1.62,2007,FALSE
1337,Sled Storm,sled-storm,Racing,E,playstation,electronic arts,EA Canada,1.62,1999,TRUE
1338,NFL Street 2,nfl-street-2,Sports,E,playstation,ea sports big,EA Tiburon,1.61,2004,FALSE
1342,Yu-Gi-Oh! Duel Monsters,yu-gi-oh-duel-monsters,Strategy,unrated,nintendo,konami,Konami Computer Entertainment Shinjuku,1.61,1998,TRUE
1343,Buzz! The Music Quiz,buzz-the-music-quiz,Misc,unrated,playstation,sony computer entertainment,Relentless Software,1.61,2005,FALSE
